"Reference_name"	"Reference_bnumber"	"Reference_symbol"	"RegulonDB_tf_id"	"RegulonDB_tf_name"	"RegulonDB_tf_symmetry"	"RegulonDB_tf_family"	"RegulonDB_tf_class"	"RegulonDB_tf_conformation_id"	"RegulonDB_tf_conformation_final_state"	"RegulonDB_tf_conformation_type"	"RegulonDB_tf_interaction_type"	"RegulonDB_tf_apo_holo"	"Uniprot_ID"	"Pfam_ID"	"Refseq_ID"	"product_synonyms.x"	"RegulonDB_product_name"	"Ecocyc_id"	"gene_synonyms"	"product_synonyms.y"	"RegulonDB_TF"	"Zika_TF"	"Annotated_TF"	"Predicted_TF_2015"	"Predicted_TF_2020"	"Predicted_TF_2021"	"product_synonyms"	"TF_synonyms"
"PgrR"	"b1328"	"pgrR"	"ECK125158270"	"PgrR"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269237"	"PgrR"	"Active"	""	""	"P77333"	"PF00126,PF03466"	"NP_415844"	"b1328,ECK120007718,PgrR,YcjZ"	"DNA-binding transcriptional repressor PgrR"	"G6664"	"b1328,ECK120003259,ECK1325,G6664,pgrR,ycjZ"	"b1328,ECK120007718,PgrR,YcjZ"	1	1	1	1	1	1	NA	"b1328,DNA-binding transcriptional repressor PgrR,ECK120003259,ECK1325,G6664,NP_415844,P77333,pgrR,PgrR,ycjZ"
"phnF"	"b4102"	"phnF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"putative transcriptional regulator PhnF"	"EG10715"	"b4102,ECK120000707,ECK4095,EG10715,phnF"	NA	0	1	1	1	0	1	"b4102,ECK120005183,PhnF"	"b4102,ECK120000707,ECK120005183,ECK4095,EG10715,phnF,PhnF,putative transcriptional regulator PhnF"
"PhoB"	"b0399"	"phoB"	"ECK120011306"	"PhoB"	"direct-repeat"	"OmpR"	"Local Regulator"	"ECK125147254,ECK125269258"	"PhoB,PhoB-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AFJ5"	"PF00072,PF00486"	"NP_414933"	"b0399,ECK120005195,PhoB,PhoB response regulator,PhoT"	"DNA-binding transcriptional dual regulator PhoB"	"EG10728"	"b0399,ECK0393,ECK120000719,EG10728,phoB,phoRc,phoT"	"b0399,ECK120005195,PhoB,PhoB response regulator,PhoT"	1	1	1	1	1	1	NA	"b0399,DNA-binding transcriptional dual regulator PhoB,ECK0393,ECK120000719,EG10728,NP_414933,P0AFJ5,phoB,PhoB,PhoB-phosphorylated,phoRc,phoT"
"PhoP"	"b1130"	"phoP"	"ECK120011492"	"PhoP"	"direct-repeat"	"OmpR"	"Local Regulator"	"ECK125147255,ECK125269265"	"PhoP,PhoP-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P23836"	"PF00072,PF00486"	"NP_415648"	"b1130,ECK120005198,PhoP,PhoP response regulator"	"DNA-binding transcriptional dual regulator PhoP"	"EG10731"	"b1130,ECK1116,ECK120000722,EG10731,phoP"	"b1130,ECK120005198,PhoP,PhoP response regulator"	1	1	1	1	1	1	NA	"b1130,DNA-binding transcriptional dual regulator PhoP,ECK1116,ECK120000722,EG10731,NP_415648,P23836,phoP,PhoP,PhoP-phosphorylated"
"pinQ"	"b1545"	"pinQ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Qin prophage; putative recombinase PinQ"	"G6819"	"b1545,ECK120003408,ECK1538,G6819,pinQ,ydfL"	NA	0	0	0	0	0	1	"b1545,ECK120007864,PinQ,YdfL"	"b1545,ECK120003408,ECK120007864,ECK1538,G6819,pinQ,PinQ,Qin prophage; putative recombinase PinQ,ydfL,YdfL"
"pinR"	"b1374"	"pinR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Rac prophage; putative site-specific recombinase"	"G6697"	"b1374,ECK120003292,ECK1369,G6697,pinR,ynaD"	NA	0	0	0	0	0	1	"b1374,ECK120007750,PinR,YnaD"	"b1374,ECK120003292,ECK120007750,ECK1369,G6697,pinR,PinR,Rac prophage; putative site-specific recombinase,ynaD,YnaD"
"PlaR"	"b3574"	"plaR"	"ECK120014044"	"PlaR"	"inverted-repeat"	"IclR"	"Local Regulator"	"ECK125269420"	"PlaR"	"Active"	""	""	"P37671"	"PF01614,PF09339"	"NP_418031"	"b3574,ECK120006635,PlaR,YiaJ"	"DNA-binding transcriptional repressor PlaR"	"EG12278"	"b3574,ECK120002159,ECK3563,EG12278,plaR,yiaJ"	"b3574,ECK120006635,PlaR,YiaJ"	1	1	1	1	0	1	NA	"b3574,DNA-binding transcriptional repressor PlaR,ECK120002159,ECK3563,EG12278,NP_418031,P37671,plaR,PlaR,yiaJ"
"ppsR"	"b1703"	"ppsR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"phosphoenolpyruvate synthetase regulatory protein"	"EG11132"	"b1703,ECK120001116,ECK1701,EG11132,ppsR,ydiA"	NA	0	0	0	1	0	1	"b1703,ECK120005592,PEP synthetase regulatory protein,PpsR,YdiA"	"b1703,ECK120001116,ECK120005592,ECK1701,EG11132,PEP synthetase regulatory protein,phosphoenolpyruvate synthetase regulatory protein,ppsR,PpsR,ydiA,YdiA"
"prlF"	"b3129"	"prlF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"antitoxin PrlF"	"EG10955"	"b3129,ECK120000944,ECK3117,EG10955,prlF,prlFA,sohA"	NA	0	0	0	0	0	1	"b3129,ECK120005420,PrlF,SohA"	"antitoxin PrlF,b3129,ECK120000944,ECK120005420,ECK3117,EG10955,prlF,PrlF,prlFA,sohA,SohA"
"PrpR"	"b0330"	"prpR"	"ECK120015234"	"PrpR"	""	"EBP"	"Local Regulator"	"ECK125147256,ECK125269427"	"PrpR,PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P77743"	"PF00158,PF02954,PF06506"	"NP_414864"	"b0330,ECK120007285,PrpR,YahP"	"DNA-binding transcriptional dual regulator PrpR"	"G6195"	"b0330,ECK0328,ECK120002813,G6195,prpR,yahP"	"b0330,ECK120007285,PrpR,YahP"	1	1	1	1	1	1	NA	"3<i>S</i>)-2-methylcitrate,b0330,DNA-binding transcriptional dual regulator PrpR,ECK0328,ECK120002813,G6195,NP_414864,P77743,prpR,PrpR,PrpR-(2<i>S</i>,yahP"
"pspC"	"b1306"	"pspC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"phage shock protein C"	"EG10778"	"b1306,ECK120000769,ECK1301,EG10778,pspC"	NA	0	0	0	1	0	0	"b1306,ECK120005245,PspC"	"b1306,ECK120000769,ECK120005245,ECK1301,EG10778,phage shock protein C,pspC,PspC"
"PspF"	"b1303"	"pspF"	"ECK120011400"	"PspF"	"inverted-repeat"	"EBP"	"Local Regulator"	"ECK125269308,ECK125300418"	"PspF"	"Active"	""	""	"P37344"	"PF00158,PF02954"	"NP_415819"	"b1303,ECK120006694,PspF,YcjB"	"DNA-binding transcriptional dual regulator PspF"	"EG12344"	"b1303,ECK120002219,ECK1298,EG12344,pspF,ycjB"	"b1303,ECK120006694,PspF,YcjB"	1	1	1	1	1	1	NA	"b1303,DNA-binding transcriptional dual regulator PspF,ECK120002219,ECK1298,EG12344,NP_415819,P37344,pspF,PspF,ycjB"
"PurR"	"b1658"	"purR"	"ECK120012854"	"PurR"	""	"GalR/LacI"	"Local Regulator"	"ECK125147257,ECK125147258,ECK125269262"	"PurR,PurR-Guanine,PurR-hypoxanthine"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACP7"	"PF00356,PF13377"	"NP_416175"	"b1658,ECK120005267,PurR"	"DNA-binding transcriptional repressor PurR"	"EG10800"	"b1658,ECK120000791,ECK1654,EG10800,purR"	"b1658,ECK120005267,PurR"	1	1	1	1	1	1	NA	"b1658,DNA-binding transcriptional repressor PurR,ECK120000791,ECK1654,EG10800,NP_416175,P0ACP7,purR,PurR,PurR-Guanine,PurR-hypoxanthine"
"PutA"	"b1014"	"putA"	"ECK120012029"	"PutA"	"asymmetric"	"PutA"	"Local Regulator"	"ECK125269347"	"PutA"	"Active"	""	""	"P09546"	"PF00171,PF01619,PF14850,PF18327"	"NP_415534"	"b1014,ECK120005268,PoaA,proline utilization A,PutA,PutC"	"fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA"	"EG10801"	"b1014,ECK1005,ECK120000792,EG10801,poaA,putA,putC"	"b1014,ECK120005268,PoaA,proline utilization A,PutA,PutC"	1	1	1	1	1	1	NA	"b1014,ECK1005,ECK120000792,EG10801,fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA,NP_415534,P09546,poaA,putA,PutA,putC"
"PuuR"	"b1299"	"puuR"	"ECK125160661"	"PuuR"	"inverted-repeat"	"HTH_3"	"Local Regulator"	"ECK125269397,ECK125272650"	"PuuR,PuuR-putrescine"	"Active,Inactive"	""	"Apo,Holo"	"P0A9U6"	"PF01381,PF07883"	"NP_415815"	"b1299,ECK120006761,PuuR,YcjC"	"DNA-binding transcriptional repressor PuuR"	"EG12431"	"b1299,ECK120002286,ECK1294,EG12431,puuR,ycjC"	"b1299,ECK120006761,PuuR,YcjC"	1	1	1	1	1	1	NA	"b1299,DNA-binding transcriptional repressor PuuR,ECK120002286,ECK1294,EG12431,NP_415815,P0A9U6,puuR,PuuR,PuuR-putrescine,ycjC"
"PyrR"	"b2381"	"pyrR"	"ECK125158264"	"PyrR"	""	""	"Local Regulator"	"ECK125269458,ECK125286599,ECK12T299424"	"PyrR,PyrR-phosphorylated,PyrR-pyruvate"	"Active,Inactive"	""	"Apo,Holo"	"P0AE39"	"PF00072,PF04397"	"NP_416882"	"b2381,ECK120008267,PyrR,YpdB"	"DNA-binding transcriptional activator PyrR"	"G7244"	"b2381,ECK120003819,ECK2377,G7244,pyrR,ypdB"	"b2381,ECK120008267,PyrR,YpdB"	1	1	1	0	0	1	NA	"b2381,DNA-binding transcriptional activator PyrR,ECK120003819,ECK2377,G7244,NP_416882,P0AE39,pyrR,PyrR,PyrR-phosphorylated,PyrR-pyruvate,ypdB"
"QseB"	"b3025"	"qseB"	"ECK120012277"	"QseB"	"inverted-repeat"	"OmpR"	"Local Regulator"	"ECK125147259,ECK125269404"	"QseB,QseB-Phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P52076"	"PF00072,PF00486"	"NP_417497"	"b3025,ECK120008578,QseB,QseB response regulator,YgiX"	"DNA-binding transcriptional activator QseB"	"G7575"	"b3025,ECK120004133,ECK3016,G7575,qseB,ygiX"	"b3025,ECK120008578,QseB,QseB response regulator,YgiX"	1	1	1	1	1	1	NA	"b3025,DNA-binding transcriptional activator QseB,ECK120004133,ECK3016,G7575,NP_417497,P52076,qseB,QseB,QseB-Phosphorylated,ygiX"
"RacR"	"b1356"	"racR"	"ECK125257199"	"RacR"	"inverted-repeat"	""	"Local Regulator"	"ECK125269304"	"RacR"	"Active"	""	""	"P76062"	""	"NP_415874"	"b1356,ECK120007733,RacR,RarC,YdaR"	"Rac prophage; DNA-binding transcriptional repressor RacR"	"G6680"	"b1356,ECK120003275,ECK1354,G6680,racR,rarC,ydaR"	"b1356,ECK120007733,RacR,RarC,YdaR"	1	1	1	0	0	0	NA	"b1356,ECK120003275,ECK1354,G6680,NP_415874,P76062,Rac prophage; DNA-binding transcriptional repressor RacR,racR,RacR,rarC,ydaR"
"rapA"	"b0059"	"rapA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNA polymerase-binding ATPase and RNAP recycling factor"	"EG11083"	"b0059,ECK0060,ECK120001071,EG11083,hepA,rapA,yabA"	NA	0	0	0	0	1	1	"b0059,ECK120005547,HepA,RapA,RNA polymerase (RNAP)-binding ATPase and RNAP recycling factor,YabA"	"b0059,ECK0060,ECK120001071,ECK120005547,EG11083,hepA,HepA,rapA,RapA,RNA polymerase (RNAP)-binding ATPase and RNAP recycling factor,RNA polymerase-binding ATPase and RNAP recycling factor,yabA,YabA"
"RbsR"	"b3753"	"rbsR"	"ECK120013229"	"RbsR"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125269343,ECK125269358"	"RbsR,RbsR-D-ribose"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACQ0"	"PF00356,PF13377"	"NP_418209"	"b3753,ECK120005286,RbsR,regulator for rbs operon"	"DNA-binding transcriptional dual regulator RbsR"	"EG10819"	"b3753,ECK120000810,ECK3747,EG10819,rbsR"	"b3753,ECK120005286,RbsR,regulator for rbs operon"	1	1	1	1	1	1	NA	"b3753,DNA-binding transcriptional dual regulator RbsR,ECK120000810,ECK3747,EG10819,NP_418209,P0ACQ0,rbsR,RbsR,RbsR-D-ribose"
"RcdA"	"b0846"	"rcdA"	"ECK125158217"	"RcdA"	"inverted-repeat"	"TetR/AcrR"	"Local Regulator"	"ECK125269330"	"RcdA"	"Active"	""	""	"P75811"	"PF00440"	"NP_415367"	"b0846,ECK120007505,RcdA,YbjK"	"DNA-binding transcriptional regulator RcdA"	"G6444"	"b0846,ECK0836,ECK120003044,G6444,rcdA,ybjK"	"b0846,ECK120007505,RcdA,YbjK"	1	1	1	1	1	1	NA	"b0846,DNA-binding transcriptional regulator RcdA,ECK0836,ECK120003044,G6444,NP_415367,P75811,rcdA,RcdA,ybjK"
"rcdB"	"b3521"	"rcdB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"putative DNA-binding transcriptional regulator YhjC"	"EG12247"	"b3521,ECK120002130,ECK3506,EG12247,rcdB,yhjC"	NA	0	1	1	1	0	1	"b3521,ECK120006606,YhjC"	"b3521,ECK120002130,ECK120006606,ECK3506,EG12247,putative DNA-binding transcriptional regulator YhjC,rcdB,RcdB,yhjC,YhjC"
"RclR"	"b0305"	"rclR"	"ECK125162247"	"RclR"	"inverted-repeat"	"AraC/XylS"	"Local Regulator"	"ECK125269425"	"RclR"	"Active"	""	""	"P77379"	"PF12833,PF12852"	"NP_414839"	"b0305,ECK120007266,RclR,YkgD"	"DNA-binding transcriptional activator RclR"	"G6175"	"b0305,ECK0304,ECK120002794,G6175,rclR,ykgD"	"b0305,ECK120007266,RclR,YkgD"	1	1	1	1	1	1	NA	"b0305,DNA-binding transcriptional activator RclR,ECK0304,ECK120002794,G6175,NP_414839,P77379,rclR,RclR,ykgD"
"RcnR"	"b2105"	"rcnR"	"ECK120033010"	"RcnR"	"inverted-repeat"	"RcnR_FrmR_like_DUF156"	"Local Regulator"	"ECK125269307,ECK125272642,ECK125272643"	"RcnR,RcnR-Co<SUP>2+</SUP>,RcnR-Ni<SUP>2+</SUP>"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P64530"	"PF02583"	"NP_416608"	"b2105,ECK120008168,RcnR,YohL"	"DNA-binding transcriptional repressor RcnR"	"G7137"	"b2105,ECK120003719,ECK2098,G7137,rcnR,yohL"	"b2105,ECK120008168,RcnR,YohL"	1	1	1	1	1	1	NA	"b2105,DNA-binding transcriptional repressor RcnR,ECK120003719,ECK2098,G7137,NP_416608,P64530,rcnR,RcnR,RcnR-Co<SUP>2+</SUP>,RcnR-Ni<SUP>2+</SUP>,yohL"
"RcsAB"	"b1951,b2217"	"rcsA,rcsB"	"ECK125257195"	"RcsAB"	"inverted-repeat"	""	"Local Regulator"	"ECK125269359"	"RcsAB"	"Active"	""	""	""	""	""	" activates its own expression,b1951,CpsR,ECK120005287,positive DNA-binding transcriptional regulator of capsular polysaccharide synthesis,positive regulator of capsular polysaccharide synthesis,RcsA,b2217,ECK120005288,RcsB,RcsB response regulator"	"DNA-binding transcriptional activator RcsA,DNA-binding transcriptional activator RcsB"	"EG10820,EG10821"	"b1951,cpsR,ECK120000811,ECK1949,EG10820,rcsA,b2217,ECK120000812,ECK2210,EG10821,rcsB"	" activates its own expression,b1951,CpsR,ECK120005287,positive DNA-binding transcriptional regulator of capsular polysaccharide synthesis,positive regulator of capsular polysaccharide synthesis,RcsA,b2217,ECK120005288,RcsB,RcsB response regulator"	1	1	1	1	1	1	NA	"b1951,b2217,cpsR,DNA-binding transcriptional activator RcsA,DNA-binding transcriptional activator RcsB,ECK120000811,ECK120000812,ECK1949,ECK2210,EG10820,EG10821,rcsA,RcsA,RcsAB,rcsB"
"RcsB"	"b2217"	"rcsB"	"ECK120011324"	"RcsB"	""	"LuxR/UhpA"	"Local Regulator"	"ECK125147263,ECK125269287,ECK125303688"	"RcsB,RcsB-acetylated ,RcsB-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0DMC7"	"PF00072,PF00196"	"NP_416721"	"b2217,ECK120005288,RcsB,RcsB response regulator"	"DNA-binding transcriptional activator RcsB"	"EG10821"	"b2217,ECK120000812,ECK2210,EG10821,rcsB"	"b2217,ECK120005288,RcsB,RcsB response regulator"	1	1	1	1	1	1	NA	"b2217,DNA-binding transcriptional activator RcsB,ECK120000812,ECK2210,EG10821,NP_416721,P0DMC7,rcsB,RcsB,RcsB-acetylated ,RcsB-phosphorylated"
"RcsB-BglJ"	"b2217,b4366"	"rcsB,bglJ"	"ECK125257193"	"RcsB-BglJ"	"asymmetric"	""	"Local Regulator"	"ECK125269254"	"RcsB-BglJ"	"Active"	""	""	""	""	""	"b2217,ECK120005288,RcsB,RcsB response regulator,b4366,BglJ,ECK120008877,YjjR"	"DNA-binding transcriptional activator RcsB,DNA-binding transcriptional regulator BglJ"	"EG10821,G7948"	"b2217,ECK120000812,ECK2210,EG10821,rcsB,b4366,bglJ,ECK120004441,ECK4356,G7948,yjjR"	"b2217,ECK120005288,RcsB,RcsB response regulator,b4366,BglJ,ECK120008877,YjjR"	1	1	1	1	1	1	NA	"b2217,b4366,bglJ,DNA-binding transcriptional activator RcsB,DNA-binding transcriptional regulator BglJ,ECK120000812,ECK120004441,ECK2210,ECK4356,EG10821,G7948,rcsB,RcsB,RcsB-BglJ,yjjR"
"recF"	"b3700"	"recF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DNA repair protein RecF"	"EG10828"	"b3700,ECK120000819,ECK3692,EG10828,recF,uvrF"	NA	0	0	0	0	1	0	"b3700,ECK120005295,RecF,UvrF"	"b3700,DNA repair protein RecF,ECK120000819,ECK120005295,ECK3692,EG10828,recF,RecF,uvrF,UvrF"
"RelB"	"b1564"	"relB"	"ECK120048934"	"RelB"	"inverted-repeat"	"RelB, RelE"	"Local Regulator"	"ECK125269446"	"RelB"	"Active"	""	""	"P0C079"	"PF04221"	"NP_416082"	" antitoxin of the RelE-RelB toxin-antitoxin system and DNA binding transcriptional repressor RelB, antitoxin RelB,b1564,ECK120005303,Qin prophage,RelB"	"Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB"	"EG10836"	"b1564,ECK120000827,ECK1558,EG10836,RC,relB"	" antitoxin of the RelE-RelB toxin-antitoxin system and DNA binding transcriptional repressor RelB, antitoxin RelB,b1564,ECK120005303,Qin prophage,RelB"	1	1	1	1	1	1	NA	"b1564,ECK120000827,ECK1558,EG10836,NP_416082,P0C079,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB,RC,relB,RelB"
"RelB-RelE"	"b1563,b1564"	"relE,relB"	"ECK125257202"	"RelB-RelE"	"inverted-repeat"	""	"Local Regulator"	"ECK125269391"	"RelB-RelE"	"Active"	""	""	""	""	""	" toxin of the RelE-RelB toxin-antitoxin system / cofactor to enhance the repressor activity of RelB,b1563,ECK120005591,Qin prophage,RelE, antitoxin of the RelE-RelB toxin-antitoxin system and DNA binding transcriptional repressor RelB, antitoxin RelB,b1564,ECK120005303,Qin prophage,RelB"	"Qin prophage; mRNA interferase toxin RelE,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB"	"EG11131,EG10836"	"b1563,ECK120001115,ECK1557,EG11131,relE,b1564,ECK120000827,ECK1558,EG10836,RC,relB"	" toxin of the RelE-RelB toxin-antitoxin system / cofactor to enhance the repressor activity of RelB,b1563,ECK120005591,Qin prophage,RelE, antitoxin of the RelE-RelB toxin-antitoxin system and DNA binding transcriptional repressor RelB, antitoxin RelB,b1564,ECK120005303,Qin prophage,RelB"	1	1	1	1	1	1	NA	"b1563,b1564,ECK120000827,ECK120001115,ECK1557,ECK1558,EG10836,EG11131,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB,Qin prophage; mRNA interferase toxin RelE,RC,relB,RelB-RelE,relE,RelE"
"rfaH"	"b3842"	"rfaH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"transcription antiterminator RfaH"	"EG10839"	"b3842,ECK120000830,ECK3834,EG10839,hlyT,rfaH,sfrB"	NA	0	0	0	0	1	0	"b3842,ECK120005306,HlyT,RfaH,SfrB"	"b3842,ECK120000830,ECK120005306,ECK3834,EG10839,hlyT,HlyT,rfaH,RfaH,sfrB,SfrB,transcription antiterminator RfaH"
"RhaR"	"b3906"	"rhaR"	"ECK120012877"	"RhaR"	""	"AraC/XylS"	"Local Regulator"	"ECK125269467,ECK125285804,ECK12T299427"	"RhaR,RhaR-&alpha;-L-rhamnopyranose,RhaR-L-rhamnose"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P09378"	"PF02311,PF12833"	"NP_418342"	"b3906,ECK120005309,RhaR"	"DNA-binding transcriptional activator RhaR"	"EG10842"	"b3906,ECK120000833,ECK3899,EG10842,rhaC1,rhaR"	"b3906,ECK120005309,RhaR"	1	1	1	1	1	1	NA	"b3906,DNA-binding transcriptional activator RhaR,ECK120000833,ECK3899,EG10842,NP_418342,P09378,rhaC1,rhaR,RhaR,RhaR-&alpha;-L-rhamnopyranose,RhaR-L-rhamnose"
"RhaS"	"b3905"	"rhaS"	"ECK120012337"	"RhaS"	"asymmetric"	"AraC/XylS"	"Local Regulator"	"ECK125269370,ECK125269376,ECK125286377"	"RhaS,RhaS-&alpha;-L-rhamnopyranose,RhaS-L-rhamnose"	"Active"	"Allosteric"	"Apo,Holo"	"P09377"	"PF02311,PF12833"	"NP_418341"	"b3905,ECK120005310,RhaS"	"DNA-binding transcriptional activator RhaS"	"EG10843"	"b3905,ECK120000834,ECK3898,EG10843,rhaC2,rhaS"	"b3905,ECK120005310,RhaS"	1	1	1	1	1	1	NA	"b3905,DNA-binding transcriptional activator RhaS,ECK120000834,ECK3898,EG10843,NP_418341,P09377,rhaC2,rhaS,RhaS,RhaS-&alpha;-L-rhamnopyranose,RhaS-L-rhamnose"
"rnk"	"b0610"	"rnk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nucleoside diphosphate kinase regulator"	"G6337"	"b0610,ECK0603,ECK120002944,G6337,rnk"	NA	0	0	0	0	1	0	"b0610,ECK120007410,Rnk"	"b0610,ECK0603,ECK120002944,ECK120007410,G6337,nucleoside diphosphate kinase regulator,rnk,Rnk"
"Rob"	"b4396"	"rob"	"ECK120011190"	"Rob"	"asymmetric"	"AraC/XylS"	"Local Regulator"	"ECK125269239"	"Rob"	"Active"	""	""	"P0ACI0"	"PF06445,PF12833"	"NP_418813"	"b4396,CbpB,ECK120005810,right origin-binding protein,Rob,RobA"	"DNA-binding transcriptional dual regulator Rob"	"EG11366"	"b4396,cbpB,ECK120001334,ECK4388,EG11366,rob,robA"	"b4396,CbpB,ECK120005810,right origin-binding protein,Rob,RobA"	1	1	1	1	1	1	NA	"b4396,cbpB,DNA-binding transcriptional dual regulator Rob,ECK120001334,ECK4388,EG11366,NP_418813,P0ACI0,rob,Rob,robA"
"rodZ"	"b2516"	"rodZ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cytoskeleton protein RodZ"	"EG10015"	"b2516,ECK120000013,ECK2512,EG10015,rodZ,yfgA"	NA	0	0	0	1	0	0	"b2516,ECK120004489,RodZ,transmembrane component of cytoskeleton,YfgA"	"b2516,cytoskeleton protein RodZ,ECK120000013,ECK120004489,ECK2512,EG10015,rodZ,RodZ,transmembrane component of cytoskeleton,yfgA,YfgA"
"rpoA"	"b3295"	"rpoA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNA polymerase subunit &alpha;"	"EG10893"	"b3295,ECK120000884,ECK3282,EG10893,pez,phs,rpoA,sez"	NA	0	0	0	0	0	1	"b3295,ECK120005360,Pez,Phs,RpoA,Sez"	"b3295,ECK120000884,ECK120005360,ECK3282,EG10893,pez,Pez,phs,Phs,RNA polymerase subunit &alpha;,rpoA,RpoA,sez,Sez"
"rpoC"	"b3988"	"rpoC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNA polymerase subunit &beta;'"	"EG10895"	"b3988,ECK120000886,ECK3979,EG10895,rpoC,tabB"	NA	0	0	0	0	0	1	"b3988,ECK120005362,RpoC,TabB"	"b3988,ECK120000886,ECK120005362,ECK3979,EG10895,RNA polymerase subunit &beta;',rpoC,RpoC,tabB,TabB"
"rpoD"	"b3067"	"rpoD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNA polymerase, sigma 70 (sigma D) factor"	"EG10896"	"alt,b3067,ECK120000887,ECK3057,EG10896,rpoD"	NA	0	0	0	0	0	1	"&sigma;70,Alt,b3067,ECK120005363,RpoD,sigma 70 factor,sigma D factor"	" sigma 70 (sigma D) factor,&sigma;70,alt,Alt,b3067,ECK120000887,ECK120005363,ECK3057,EG10896,RNA polymerase,rpoD,RpoD,sigma 70 factor,sigma D factor"
"rpoE"	"b2573"	"rpoE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNA polymerase sigma E factor"	"EG11897"	"b2573,ECK120001827,ECK2571,EG11897,rpoE,sigE"	NA	0	0	0	0	0	1	" sigma 24 (sigma E) factor,&sigma;24,b2573,ECK120006303,RNA polymerase,RpoE,SigE,sigma 24 factor,sigma E factor"	" sigma 24 (sigma E) factor,&sigma;24,b2573,ECK120001827,ECK120006303,ECK2571,EG11897,RNA polymerase,RNA polymerase sigma E factor,rpoE,RpoE,sigE,SigE,sigma 24 factor,sigma E factor"
"rpoH"	"b3461"	"rpoH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNA polymerase, sigma 32 (sigma H) factor"	"EG10897"	"b3461,ECK120000888,ECK3445,EG10897,fam,hin,htpR,rpoH"	NA	0	0	0	0	0	1	"&sigma;32,b3461,ECK120005364,Fam,Hin,HtpR,RpoH,sigma 32,sigma 32 factor,sigma H,sigma H factor"	" sigma 32 (sigma H) factor,&sigma;32,b3461,ECK120000888,ECK120005364,ECK3445,EG10897,fam,Fam,hin,Hin,htpR,HtpR,RNA polymerase,rpoH,RpoH,sigma 32,sigma 32 factor,sigma H,sigma H factor"
"rpoN"	"b3202"	"rpoN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNA polymerase, sigma 54 (sigma N) factor"	"EG10898"	"b3202,ECK120000889,ECK3191,EG10898,glnF,ntrA,rpoN"	NA	0	0	0	0	0	1	"&sigma;54,b3202,ECK120005365,GlnF,NtrA,RpoN,sigma 54 factor,sigma N,sigma N factor"	" sigma 54 (sigma N) factor,&sigma;54,b3202,ECK120000889,ECK120005365,ECK3191,EG10898,glnF,GlnF,ntrA,NtrA,RNA polymerase,rpoN,RpoN,sigma 54 factor,sigma N,sigma N factor"
